"Data e HoraObservação","QNH (hPa)","QFE (hPa)","QFF (hPa)","Tendência da Pressão(conforme ICA 105-16)","Alt850hpa"
"23/09/2024 - 12:00:00","1007,6","998,3","1007,3","2","-"
"23/09/2024 - 13:00:00","1007,7","998,4","-","-","-"
"23/09/2024 - 14:00:00","1007,9","998,6","-","-","-"
"23/09/2024 - 15:00:00","1007,4","998,1","1007,1","0","-"
"23/09/2024 - 16:00:00","1007,1","997,8","-","-","-"
"23/09/2024 - 17:00:00","1006,1","996,8","-","-","-"
"23/09/2024 - 18:00:00","1005,4","996,1","1005,0","7","-"
"23/09/2024 - 19:00:00","1005,0","995,7","-","-","-"
"23/09/2024 - 20:00:00","1005,1","995,8","-","-","-"
"23/09/2024 - 21:00:00","1005,2","995,9","1004,9","4","-"
"23/09/2024 - 22:00:00","1005,9","996,6","-","-","-"
"24/09/2024 - 09:00:00","1005,8","996,5","1005,5","3","-"
"24/09/2024 - 10:00:00","1007,6","998,3","-","-","-"
"24/09/2024 - 11:00:00","1007,5","998,2","-","-","-"
"24/09/2024 - 12:00:00","1007,9","998,6","1007,7","3","-"
"24/09/2024 - 13:00:00","1007,8","998,5","-","-","-"
"24/09/2024 - 14:00:00","1006,9","997,6","-","-","-"
"24/09/2024 - 15:00:00","1006,9","997,6","1006,6","6","-"
"24/09/2024 - 16:00:00","1006,6","997,3","-","-","-"
"24/09/2024 - 17:00:00","1005,3","996,0","-","-","-"
"24/09/2024 - 18:00:00","1006,3","997,0","1006,0","5","-"
"24/09/2024 - 19:00:00","1004,4","995,1","-","-","-"
"24/09/2024 - 20:00:00","1004,1","994,8","-","-","-"
"24/09/2024 - 21:00:00","1005,8","996,5","1005,5","3","-"
"24/09/2024 - 22:00:00","1005,4","996,1","-","-","-"
"25/09/2024 - 10:00:00","1007,5","998,2","-","-","-"
"25/09/2024 - 11:00:00","1009,1","999,8","-","-","-"
"25/09/2024 - 12:00:00","1009,3","1000,0","1009,1","2","-"
"25/09/2024 - 13:00:00","1010,1","1000,8","-","-","-"
"25/09/2024 - 14:00:00","1010,1","1000,8","-","-","-"
"25/09/2024 - 15:00:00","1010,3","1001,0","1010,1","3","-"
"25/09/2024 - 16:00:00","1010,1","1000,8","-","-","-"
"25/09/2024 - 16:10:00","1009,3","1000,0","-","-","-"
"25/09/2024 - 17:00:00","1009,9","1000,6","-","-","-"
"25/09/2024 - 19:00:00","1009,3","1000,0","-","-","-"
"25/09/2024 - 20:00:00","1009,1","999,8","-","-","-"
"25/09/2024 - 21:00:00","1008,9","999,6","1008,7","7","-"
"25/09/2024 - 22:00:00","1008,7","999,4","-","-","-"
"26/09/2024 - 09:00:00","1013,4","1004,1","1013,3","-","-"
"26/09/2024 - 11:00:00","1016,2","1006,8","-","-","-"
"26/09/2024 - 12:00:00","1017,2","1007,8","1017,1","2","-"
"26/09/2024 - 13:00:00","1018,4","1009,0","-","-","-"
"26/09/2024 - 14:00:00","1018,1","1008,7","-","-","-"
"26/09/2024 - 15:00:00","1018,6","1009,2","-","3","-"
"26/09/2024 - 16:00:00","1017,5","1008,1","-","-","-"
"26/09/2024 - 17:00:00","1018,1","1008,7","-","-","-"
"26/09/2024 - 18:00:00","1017,8","1008,4","1017,7","4","-"
"26/09/2024 - 19:00:00","1017,6","1008,2","-","-","-"
"26/09/2024 - 20:00:00","1017,8","1008,4","-","-","-"
"26/09/2024 - 21:00:00","1018,0","1008,6","1017,9","2","-"
"26/09/2024 - 22:00:00","1018,4","1009,0","-","-","-"
"27/09/2024 - 09:00:00","1020,4","1011,0","1020,4","3","-"
"27/09/2024 - 10:00:00","1021,0","1011,6","-","-","-"
"27/09/2024 - 11:00:00","1022,1","1012,7","-","-","-"
"27/09/2024 - 12:00:00","1022,0","1012,6","1022,0","2","-"
"27/09/2024 - 13:00:00","1022,1","1012,7","-","-","-"
"27/09/2024 - 14:00:00","1022,1","1012,7","-","-","-"
"27/09/2024 - 15:00:00","1022,0","1012,6","1022,0","3","-"
"27/09/2024 - 16:00:00","1021,3","1011,9","-","-","-"
"27/09/2024 - 17:00:00","1020,4","1011,0","-","-","-"
"27/09/2024 - 18:00:00","1019,2","1009,8","1019,1","7","-"
"27/09/2024 - 19:00:00","1018,8","1009,4","-","-","-"
"27/09/2024 - 20:00:00","1018,2","1008,8","-","-","-"
"27/09/2024 - 21:00:00","1017,6","1008,2","1017,5","7","-"
"27/09/2024 - 22:00:00","1017,4","1008,0","-","-","-"
"28/09/2024 - 10:00:00","1018,0","1008,6","-","-","-"
"28/09/2024 - 11:00:00","1018,5","1009,1","-","-","-"
"28/09/2024 - 12:00:00","1018,4","1009,0","1018,3","1","-"
"28/09/2024 - 13:00:00","1018,7","1009,3","-","-","-"
"28/09/2024 - 14:00:00","1018,7","1009,3","-","-","-"
"28/09/2024 - 15:00:00","1018,3","1008,9","1018,2","0","-"
"28/09/2024 - 16:00:00","1017,4","1008,0","-","-","-"
"28/09/2024 - 17:00:00","1016,1","1006,7","-","-","-"
"28/09/2024 - 18:00:00","1015,5","1006,1","1015,3","7","-"
"28/09/2024 - 19:00:00","1014,7","1005,3","-","-","-"
"28/09/2024 - 20:00:00","1014,4","1005,0","-","-","-"
"28/09/2024 - 21:00:00","1013,9","1004,6","1013,8","7","-"
"28/09/2024 - 22:00:00","1014,1","1004,8","-","-","-"
"29/09/2024 - 10:00:00","1014,0","1004,7","-","-","-"
"29/09/2024 - 11:00:00","1015,2","1005,8","-","-","-"
"29/09/2024 - 12:00:00","1015,4","1006,0","1015,2","1","-"
"29/09/2024 - 13:00:00","1015,4","1006,0","-","-","-"
"29/09/2024 - 14:00:00","1014,7","1005,3","-","-","-"
"29/09/2024 - 15:00:00","1013,6","1004,3","1013,4","8","-"
"29/09/2024 - 16:00:00","1012,6","1003,3","-","-","-"
"29/09/2024 - 17:00:00","1011,6","1002,3","-","-","-"
"29/09/2024 - 18:00:00","1010,6","1001,3","1010,4","7","-"
"29/09/2024 - 19:00:00","1009,9","1000,6","-","-","-"
"29/09/2024 - 20:00:00","1009,6","1000,3","-","-","-"
"29/09/2024 - 22:00:00","1008,9","999,6","-","-","-"
"30/09/2024 - 09:00:00","1006,3","997,0","1006,0","5","-"
"30/09/2024 - 10:00:00","1006,9","997,6","-","-","-"
"30/09/2024 - 11:00:00","1007,1","997,8","-","-","-"
"30/09/2024 - 12:00:00","1007,4","998,1","1007,1","1","-"
"30/09/2024 - 13:00:00","1007,2","997,9","-","-","-"
"30/09/2024 - 14:00:00","1006,5","997,2","-","-","-"
"30/09/2024 - 15:00:00","1006,0","996,7","1005,6","7","-"
"30/09/2024 - 16:00:00","1005,1","995,8","-","-","-"
"30/09/2024 - 17:00:00","1003,7","994,4","-","-","-"
"30/09/2024 - 19:00:00","1001,6","992,4","-","-","-"
"30/09/2024 - 20:00:00","1001,2","992,0","-","-","-"
"30/09/2024 - 21:00:00","1001,1","991,9","1000,8","7","-"
"30/09/2024 - 22:00:00","1001,0","991,8","-","-","-"
"01/10/2024 - 09:00:00","1003,0","993,8","1002,7","2","-"
"01/10/2024 - 10:00:00","1003,8","994,5","-","-","-"
"01/10/2024 - 11:00:00","1004,3","995,0","-","-","-"
"01/10/2024 - 12:00:00","1005,4","996,1","1005,1","2","-"
"01/10/2024 - 14:00:00","1005,0","995,7","-","-","-"
"01/10/2024 - 15:00:00","1005,0","995,7","1004,6","6","-"
"01/10/2024 - 16:00:00","1005,0","995,7","-","-","-"
"01/10/2024 - 17:00:00","1005,0","995,7","-","-","-"
"01/10/2024 - 18:00:00","1005,0","995,7","1004,6","4","-"
"01/10/2024 - 19:00:00","1005,0","995,7","-","-","-"
"01/10/2024 - 20:00:00","1005,0","995,7","-","-","-"
"01/10/2024 - 20:10:00","1004,9","995,6","-","-","-"
"01/10/2024 - 21:00:00","1005,5","996,2","1005,2","1","-"
"01/10/2024 - 21:39:00","1006,3","997,0","-","-","-"
"01/10/2024 - 22:00:00","1006,9","997,6","-","-","-"
"02/10/2024 - 09:00:00","1012,2","1002,9","1012,1","3","-"
"02/10/2024 - 10:00:00","1013,1","1003,8","-","-","-"
"02/10/2024 - 11:00:00","1013,9","1004,6","-","-","-"
"02/10/2024 - 12:00:00","1016,2","1006,8","1016,0","2","-"
"02/10/2024 - 13:00:00","1016,9","1007,5","-","-","-"
"02/10/2024 - 14:00:00","1017,4","1008,0","-","-","-"
"02/10/2024 - 16:00:00","1018,2","1008,8","-","-","-"
"02/10/2024 - 17:00:00","1017,9","1008,5","-","-","-"
"02/10/2024 - 18:00:00","1017,4","1008,0","1017,2","0","-"
"02/10/2024 - 19:00:00","1017,1","1007,7","-","-","-"
"02/10/2024 - 20:00:00","1017,4","1008,0","-","-","-"
"02/10/2024 - 21:00:00","1017,7","1008,3","1017,6","3","-"
"02/10/2024 - 22:00:00","1018,3","1008,9","-","-","-"
"03/10/2024 - 09:00:00","1023,0","1013,6","1023,0","3","-"
"03/10/2024 - 10:00:00","1023,6","1014,2","-","-","-"
"03/10/2024 - 11:00:00","1024,3","1014,9","-","-","-"
"03/10/2024 - 12:00:00","1024,7","1015,3","1024,7","2","-"
"03/10/2024 - 13:00:00","1024,6","1015,2","-","-","-"
"03/10/2024 - 14:00:00","1024,6","1015,2","-","-","-"
"03/10/2024 - 15:00:00","1024,1","1014,7","1024,1","8","-"
"03/10/2024 - 16:00:00","1023,7","1014,3","-","-","-"
"03/10/2024 - 17:00:00","1023,0","1013,6","-","-","-"
"03/10/2024 - 19:00:00","1022,1","1012,7","-","-","-"
"03/10/2024 - 20:00:00","1021,4","1012,0","-","-","-"
"03/10/2024 - 21:00:00","1021,4","1012,0","1021,4","6","-"
"03/10/2024 - 22:00:00","1021,7","1012,3","-","-","-"
"04/10/2024 - 09:00:00","1022,4","1013,0","1022,4","3","-"
"04/10/2024 - 10:00:00","1022,6","1013,2","-","-","-"
"04/10/2024 - 11:00:00","1023,4","1014,0","-","-","-"
"04/10/2024 - 12:00:00","1023,5","1014,1","1023,5","1","-"
"04/10/2024 - 13:00:00","1023,1","1013,7","-","-","-"
"04/10/2024 - 14:00:00","1022,6","1013,2","-","-","-"
"04/10/2024 - 15:00:00","1022,2","1012,8","1022,2","7","-"
"04/10/2024 - 16:00:00","1021,2","1011,8","-","-","-"
"04/10/2024 - 17:00:00","1020,0","1010,6","-","-","-"
"04/10/2024 - 18:00:00","1019,0","1009,6","1018,9","7","-"
"04/10/2024 - 19:00:00","1018,2","1008,8","-","-","-"
"04/10/2024 - 20:00:00","1018,1","1008,7","-","-","-"
"04/10/2024 - 21:00:00","1017,8","1008,4","1017,7","7","-"
"04/10/2024 - 22:00:00","1017,8","1008,4","-","-","-"
"05/10/2024 - 09:00:00","1016,7","1007,3","1016,6","8","-"
"05/10/2024 - 10:00:00","1016,8","1007,4","-","-","-"
"05/10/2024 - 11:00:00","1017,0","1007,6","-","-","-"
"05/10/2024 - 12:00:00","1016,9","1007,5","1016,8","0","-"
"05/10/2024 - 13:00:00","1016,9","1007,5","-","-","-"
"05/10/2024 - 14:00:00","1016,9","1007,5","-","-","-"
"05/10/2024 - 15:00:00","1016,6","1007,2","1016,4","8","-"
"05/10/2024 - 16:00:00","1016,2","1006,8","-","-","-"
"05/10/2024 - 17:00:00","1015,3","1005,9","-","-","-"
"05/10/2024 - 18:00:00","1014,2","1004,9","1014,0","7","-"
"05/10/2024 - 19:00:00","1013,6","1004,3","-","-","-"
"05/10/2024 - 20:00:00","1013,6","1004,3","-","-","-"
"05/10/2024 - 21:00:00","1013,9","1004,6","1013,8","5","-"
"06/10/2024 - 09:00:00","1014,7","1005,3","1014,4","5","-"
"06/10/2024 - 10:00:00","1015,3","1005,9","-","-","-"
"06/10/2024 - 11:00:00","1016,1","1006,7","-","-","-"
"06/10/2024 - 12:00:00","1016,3","1006,9","1016,0","1","-"
"06/10/2024 - 13:00:00","1015,8","1006,4","-","-","-"
"06/10/2024 - 14:00:00","1015,5","1006,1","-","-","-"
"06/10/2024 - 15:00:00","1015,3","1005,9","1014,9","7","-"
"06/10/2024 - 16:00:00","1014,6","1005,2","-","-","-"
"06/10/2024 - 17:00:00","1013,9","1004,6","-","-","-"
"06/10/2024 - 18:00:00","1013,0","1003,7","1012,7","7","-"
"06/10/2024 - 19:00:00","1012,4","1003,1","-","-","-"
"06/10/2024 - 21:00:00","1011,9","1002,6","1011,7","7","-"
"06/10/2024 - 22:00:00","1012,0","1002,7","-","-","-"
"07/10/2024 - 09:00:00","1011,0","1001,7","1010,8","5","-"
"07/10/2024 - 09:35:00","1011,0","1001,7","-","-","-"
"07/10/2024 - 10:00:00","1012,5","1003,2","-","-","-"
"07/10/2024 - 11:00:00","1014,0","1004,7","-","-","-"
"07/10/2024 - 12:00:00","1012,1","1002,8","1012,0","0","-"
"07/10/2024 - 13:00:00","1012,0","1002,7","-","-","-"
"07/10/2024 - 14:00:00","1012,2","1002,9","-","-","-"
"07/10/2024 - 15:00:00","1013,2","1003,9","1013,1","5","-"
"07/10/2024 - 15:19:00","1013,5","1004,2","-","-","-"
"07/10/2024 - 16:00:00","1011,7","1002,4","-","-","-"
"07/10/2024 - 18:00:00","1007,8","998,5","1007,7","7","-"
"07/10/2024 - 19:00:00","1008,3","999,0","-","-","-"
"07/10/2024 - 20:00:00","1008,7","999,4","-","-","-"
"07/10/2024 - 21:00:00","1008,2","998,9","1008,1","8","-"
"07/10/2024 - 22:00:00","1009,3","1000,0","-","-","-"
"08/10/2024 - 09:00:00","1011,2","1001,9","1011,1","1","-"
"08/10/2024 - 10:00:00","1011,8","1002,5","-","-","-"
"08/10/2024 - 11:00:00","1011,3","1002,0","-","-","-"
"08/10/2024 - 13:00:00","1013,7","1004,4","-","-","-"
"08/10/2024 - 14:00:00","1014,4","1005,0","-","-","-"
"08/10/2024 - 15:00:00","1014,5","1005,1","1014,3","2","-"
"08/10/2024 - 16:00:00","1014,6","1005,2","-","-","-"
"08/10/2024 - 17:00:00","1013,7","1004,4","-","-","-"
"08/10/2024 - 18:00:00","1012,7","1003,4","1012,6","0","-"
"08/10/2024 - 19:00:00","1012,7","1003,4","-","-","-"
"08/10/2024 - 20:00:00","1013,0","1003,7","-","-","-"
"08/10/2024 - 21:00:00","1013,2","1003,9","1013,1","3","-"
"08/10/2024 - 22:00:00","1013,8","1004,5","-","-","-"
"09/10/2024 - 09:00:00","1015,8","1006,4","1015,6","3","-"
"09/10/2024 - 10:00:00","1016,7","1007,3","-","-","-"
"09/10/2024 - 11:00:00","1016,9","1007,5","-","-","-"
"09/10/2024 - 12:00:00","1017,3","1007,9","1017,1","1","-"
"09/10/2024 - 13:00:00","1017,3","1007,9","-","-","-"
"09/10/2024 - 15:00:00","1017,7","1008,3","1017,5","3","-"
"09/10/2024 - 16:00:00","1017,6","1008,2","-","-","-"
"09/10/2024 - 17:00:00","1016,8","1007,4","-","-","-"
"09/10/2024 - 18:00:00","1015,8","1006,4","1015,6","8","-"
"09/10/2024 - 19:00:00","1014,8","1005,4","-","-","-"
"09/10/2024 - 20:00:00","1014,4","1005,0","-","-","-"
"09/10/2024 - 21:00:00","1014,9","1005,5","1014,7","5","-"
"09/10/2024 - 22:00:00","1015,4","1006,0","-","-","-"
"10/10/2024 - 09:00:00","1013,1","1003,8","1013,0","5","-"
"10/10/2024 - 10:00:00","1013,3","1004,0","-","-","-"
"10/10/2024 - 11:00:00","1013,1","1003,8","-","-","-"
"10/10/2024 - 12:00:00","1013,5","1004,2","1013,4","3","-"
"10/10/2024 - 13:00:00","1013,2","1003,9","-","-","-"
"10/10/2024 - 14:00:00","1012,7","1003,4","-","-","-"
"10/10/2024 - 15:00:00","1012,1","1002,8","1012,0","7","-"
"10/10/2024 - 16:00:00","1011,5","1002,2","-","-","-"
"10/10/2024 - 17:00:00","1010,6","1001,3","-","-","-"
"10/10/2024 - 18:00:00","1009,9","1000,6","1009,8","7","-"
"10/10/2024 - 19:00:00","1009,6","1000,3","-","-","-"
"10/10/2024 - 19:37:00","1009,6","1000,3","-","-","-"
"10/10/2024 - 20:00:00","1009,6","1000,3","-","-","-"
"10/10/2024 - 20:09:00","1009,7","1000,4","-","-","-"
"10/10/2024 - 20:22:00","1009,8","1000,5","-","-","-"
"10/10/2024 - 22:00:00","1010,3","1001,0","-","-","-"
"11/10/2024 - 09:00:00","1008,0","998,7","1007,9","0","-"
"11/10/2024 - 10:00:00","1008,7","999,4","-","-","-"
"11/10/2024 - 11:00:00","1009,0","999,7","-","-","-"
"11/10/2024 - 12:00:00","1009,4","1000,1","1009,3","2","-"
"11/10/2024 - 13:00:00","1009,8","1000,5","-","-","-"
"11/10/2024 - 13:31:00","1009,8","1000,5","-","-","-"
"11/10/2024 - 14:00:00","1009,8","1000,5","-","-","-"
"11/10/2024 - 15:00:00","-","-","-","-","-"
"11/10/2024 - 16:00:00","1009,4","1000,1","-","-","-"
"11/10/2024 - 17:00:00","1008,7","999,4","-","-","-"
"11/10/2024 - 18:00:00","1008,4","999,1","1008,2","7","-"
"11/10/2024 - 19:00:00","1008,4","999,1","-","-","-"
"11/10/2024 - 20:00:00","1008,7","999,4","-","-","-"
"11/10/2024 - 22:00:00","1009,5","1000,2","-","-","-"
"12/10/2024 - 09:00:00","1014,7","1005,3","1014,5","3","-"
"12/10/2024 - 10:00:00","1016,1","1006,7","-","-","-"
"12/10/2024 - 12:00:00","1017,9","1008,5","1017,7","2","-"
"12/10/2024 - 13:00:00","1018,1","1008,7","-","-","-"
"12/10/2024 - 14:00:00","1017,7","1008,3","-","-","-"
"12/10/2024 - 15:00:00","1017,9","1008,5","1017,7","2","-"
"12/10/2024 - 16:00:00","1017,6","1008,2","-","-","-"
"12/10/2024 - 17:00:00","1017,2","1007,8","-","-","-"
"12/10/2024 - 18:00:00","1016,7","1007,3","1016,4","7","-"
"12/10/2024 - 19:00:00","1016,1","1006,7","-","-","-"
"12/10/2024 - 20:00:00","1015,8","1006,4","-","-","-"
"12/10/2024 - 21:00:00","1016,4","1007,0","1016,2","5","-"
"12/10/2024 - 22:00:00","1016,6","1007,2","-","-","-"
"13/10/2024 - 10:00:00","1019,9","1010,5","-","-","-"
"13/10/2024 - 11:00:00","1020,1","1010,7","-","-","-"
"13/10/2024 - 12:00:00","1020,4","1011,0","1020,2","1","-"
"13/10/2024 - 13:00:00","1020,2","1010,8","-","-","-"
"13/10/2024 - 14:00:00","1020,0","1010,6","-","-","-"
"13/10/2024 - 15:00:00","1019,9","1010,5","1019,7","7","-"
"13/10/2024 - 16:00:00","1019,2","1009,8","-","-","-"
"13/10/2024 - 17:00:00","1018,8","1009,4","-","-","-"
"13/10/2024 - 18:00:00","1018,2","1008,8","1017,9","7","-"
"13/10/2024 - 19:00:00","1017,9","1008,5","-","-","-"
"13/10/2024 - 20:00:00","1017,9","1008,5","-","-","-"
"13/10/2024 - 21:00:00","1018,2","1008,8","1018,0","3","-"
"13/10/2024 - 22:00:00","1018,6","1009,2","-","-","-"
"14/10/2024 - 00:15:00","1019,9","1010,5","-","-","-"
"14/10/2024 - 01:00:00","1020,1","1010,7","-","-","-"
"14/10/2024 - 02:00:00","1020,0","1010,6","-","-","-"
"14/10/2024 - 09:00:00","1017,5","1008,1","1017,2","7","-"
"14/10/2024 - 10:00:00","1018,3","1008,9","-","-","-"
"14/10/2024 - 11:00:00","1018,2","1008,8","-","-","-"
"14/10/2024 - 12:00:00","1017,9","1008,5","1017,7","0","-"
"14/10/2024 - 13:00:00","1019,3","1009,9","-","-","-"
"14/10/2024 - 14:00:00","1018,6","1009,2","-","-","-"
"14/10/2024 - 15:00:00","1017,9","1008,5","1017,6","0","-"
"14/10/2024 - 16:00:00","1017,7","1008,3","-","-","-"
"14/10/2024 - 17:00:00","1016,6","1007,2","-","-","-"
"14/10/2024 - 18:00:00","1016,2","1006,8","1015,9","7","-"
"14/10/2024 - 19:00:00","1015,4","1006,0","-","-","-"
"14/10/2024 - 20:00:00","1015,5","1006,1","-","-","-"
"14/10/2024 - 21:00:00","1015,0","1005,6","1014,7","6","-"
"15/10/2024 - 09:00:00","1015,1","1005,7","1014,8","0","-"
"15/10/2024 - 10:00:00","1015,5","1006,1","-","-","-"
"15/10/2024 - 11:00:00","1014,9","1005,5","-","-","-"
"15/10/2024 - 12:00:00","1016,5","1007,1","1016,3","5","-"
"15/10/2024 - 13:00:00","1016,9","1007,5","-","-","-"
"15/10/2024 - 14:00:00","1016,6","1007,2","-","-","-"
"15/10/2024 - 15:00:00","1014,8","1005,4","1014,6","0","-"
"15/10/2024 - 15:40:00","1014,2","1004,9","-","-","-"
"15/10/2024 - 16:00:00","1014,5","1005,1","-","-","-"
"15/10/2024 - 17:00:00","1014,0","1004,7","-","-","-"
"15/10/2024 - 18:00:00","1014,9","1005,5","1014,7","3","-"
"15/10/2024 - 20:00:00","1015,0","1005,6","-","-","-"
"15/10/2024 - 21:00:00","1014,9","1005,5","1014,6","0","-"
"15/10/2024 - 22:00:00","1015,1","1005,7","-","-","-"
"16/10/2024 - 09:00:00","1015,8","1006,4","1015,6","3","-"
"16/10/2024 - 10:00:00","1016,5","1007,1","-","-","-"
"16/10/2024 - 11:00:00","1017,1","1007,7","-","-","-"
"16/10/2024 - 12:00:00","1017,6","1008,2","1017,4","1","-"
"16/10/2024 - 13:00:00","1017,4","1008,0","-","-","-"
"16/10/2024 - 14:00:00","1017,3","1007,9","-","-","-"
"16/10/2024 - 15:00:00","1016,9","1007,5","1016,6","7","-"
"16/10/2024 - 16:00:00","1016,4","1007,0","-","-","-"
"16/10/2024 - 17:00:00","1015,7","1006,3","-","-","-"
"16/10/2024 - 18:00:00","1014,5","1005,1","1014,2","7","-"
"16/10/2024 - 19:00:00","1013,7","1004,4","-","-","-"
"16/10/2024 - 20:00:00","1013,0","1003,7","-","-","-"
"16/10/2024 - 21:00:00","1013,2","1003,9","1013,0","5","-"
"16/10/2024 - 22:00:00","1013,5","1004,2","-","-","-"
"17/10/2024 - 10:00:00","1012,9","1003,6","-","-","-"
"17/10/2024 - 11:00:00","1012,6","1003,3","-","-","-"
"17/10/2024 - 12:00:00","1012,8","1003,5","1012,6","5","-"
"17/10/2024 - 13:00:00","1014,5","1005,1","-","-","-"
"17/10/2024 - 14:00:00","1015,3","1005,9","-","-","-"
"17/10/2024 - 15:00:00","1015,7","1006,3","1015,4","2","-"
"17/10/2024 - 16:00:00","1015,2","1005,8","-","-","-"
"17/10/2024 - 17:00:00","1015,3","1005,9","-","-","-"
"17/10/2024 - 18:00:00","1013,7","1004,4","1013,5","0","-"
"17/10/2024 - 19:00:00","1013,2","1003,9","-","-","-"
"17/10/2024 - 20:00:00","1012,9","1003,6","-","-","-"
"17/10/2024 - 21:00:00","1013,9","1004,6","1013,8","5","-"
"17/10/2024 - 21:27:00","1013,8","1004,5","-","-","-"
"17/10/2024 - 22:00:00","1015,1","1005,7","-","-","-"
"17/10/2024 - 22:19:00","1015,6","1006,2","-","-","-"
"17/10/2024 - 22:35:00","1015,6","1006,2","-","-","-"
"18/10/2024 - 09:00:00","1016,4","1007,0","1016,2","3","-"
"18/10/2024 - 10:00:00","1016,7","1007,3","-","-","-"
"18/10/2024 - 11:00:00","1017,1","1007,7","-","-","-"
"18/10/2024 - 12:00:00","1017,6","1008,2","1017,4","2","-"
"18/10/2024 - 13:00:00","1017,6","1008,2","-","-","-"
"18/10/2024 - 14:00:00","1017,6","1008,2","-","-","-"
"18/10/2024 - 15:00:00","1016,9","1007,5","1016,7","8","-"
"18/10/2024 - 16:00:00","1016,2","1006,8","-","-","-"
"18/10/2024 - 17:00:00","1015,5","1006,1","-","-","-"
"18/10/2024 - 18:00:00","1014,9","1005,5","1014,6","7","-"
"18/10/2024 - 19:00:00","1014,4","1005,0","-","-","-"
"18/10/2024 - 20:00:00","1013,9","1004,6","-","-","-"
"18/10/2024 - 21:00:00","1014,0","1004,7","1013,9","5","-"
"18/10/2024 - 22:00:00","1014,5","1005,1","-","-","-"
"19/10/2024 - 09:00:00","1015,2","1005,8","1015,0","3","-"
"19/10/2024 - 10:00:00","1015,8","1006,4","-","-","-"
"19/10/2024 - 11:00:00","1016,4","1007,0","-","-","-"
"19/10/2024 - 12:00:00","1016,5","1007,1","1016,3","1","-"
"19/10/2024 - 13:00:00","1016,4","1007,0","-","-","-"
"19/10/2024 - 14:00:00","1016,3","1006,9","-","-","-"
"19/10/2024 - 15:00:00","1015,7","1006,3","1015,5","8","-"
"19/10/2024 - 16:00:00","1014,4","1005,0","-","-","-"
"19/10/2024 - 17:00:00","1013,6","1004,3","-","-","-"
"19/10/2024 - 18:00:00","1012,5","1003,2","1012,3","7","-"
"19/10/2024 - 19:00:00","1011,8","1002,5","-","-","-"
"19/10/2024 - 20:00:00","1011,2","1001,9","-","-","-"
"19/10/2024 - 21:00:00","1011,2","1001,9","1011,0","6","-"
"19/10/2024 - 22:00:00","1011,3","1002,0","-","-","-"
"20/10/2024 - 09:00:00","1010,6","1001,3","1010,4","3","-"
"20/10/2024 - 10:00:00","1011,0","1001,7","-","-","-"
"20/10/2024 - 12:00:00","1011,7","1002,4","1011,5","2","-"
"20/10/2024 - 13:00:00","1011,7","1002,4","-","-","-"
"20/10/2024 - 14:00:00","1011,6","1002,3","-","-","-"
"20/10/2024 - 15:00:00","1010,9","1001,6","1010,6","8","-"
"20/10/2024 - 16:00:00","1010,3","1001,0","-","-","-"
"20/10/2024 - 17:00:00","1009,4","1000,1","-","-","-"
"20/10/2024 - 18:00:00","1008,7","999,4","1008,4","7","-"
"20/10/2024 - 19:00:00","1008,1","998,8","-","-","-"
"20/10/2024 - 21:00:00","1007,9","998,6","1007,6","6","-"
"20/10/2024 - 22:00:00","1008,4","999,1","-","-","-"
"21/10/2024 - 09:00:00","1011,5","1002,2","1011,2","2","-"
"21/10/2024 - 10:00:00","1012,7","1003,4","-","-","-"
"21/10/2024 - 11:00:00","1013,6","1004,3","-","-","-"
"21/10/2024 - 13:00:00","1014,0","1004,7","-","-","-"
"21/10/2024 - 14:00:00","1014,0","1004,7","-","-","-"
"21/10/2024 - 15:00:00","1013,7","1004,4","1013,4","8","-"
